"id","marital","timeWwa","dog","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","internetuse","tvtime","moviefreq","movie30","bookfreq","book12","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","trainfreq","trainfav","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro"
195,"single","4","no","BA","STEM/med","fl_edu","flexible","high","high","high","2","4","1car+","apartment","own","tv","no_tablet","no_blog/web",1,"rarely",3,"often",10,"often","everyday","regularly","rarely","sometimes","rarely","rarely","sometimes","regularly","5","1","sometimes","ind","hundreds","hundreds","tens+","22","high:mng/pro/self","mid/high",0,40,20,36,1,3.83333333333333,4.5,-0.898529664014781,-1.25464118653496,-0.9804742402047,-0.517309362749237,-1.07755720948037,-1.68844358227776,-0.589715594220768,-1.33605954512336,-0.211706080716471,0.914327449099521,-0.377526747296437,-1.20397735939931,-1.61450343046242,0.495296174912557,-1.7052693368464,-1.7793372710282,0.622523367019243,-0.0778496962371721,-1.82790208768886,-1.63818011788299,0.555646543537168
196,"single","3","yes","BA","STEM/med","fl_edu","no_job","high","high","high","1","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"often",25,"often",45,"rarely","everyday","rarely","rarely","sometimes","sometimes","regularly","sometimes","rarely","1","1","sometimes","run","thousands","hundreds","tens+","21","no_job","low",5,40,23,19,1,2,2.33333333333333,-1.91970058018056,1.22967861775421,0.40101728023347,0.671472061869734,0.520725663499832,0.969194374249328,-0.0865208734175365,0.569090827926763,1.8629818971155,-0.106037133083214,0.366338195479122,0.819860029421575,0.0372344492035724,0.157141098297189,0.642872129496405,-0.237097451352851,0.716030236289211,0.13319793047465,-0.238550401891882,-0.415033653663434,0.237670179204116
197,"single","24","yes","BA","human/lang","fl_edu","part","<=med","high","<=med","1","3","no_car","apartment","own","tv","no_tablet","no_blog/web",3,"often",10,"often",25,"often","everyday","rarely","rarely","sometimes","regularly","regularly","rarely","never","1","1","regularly","ind","hundreds","hundreds","few","24","high:mng/pro/self","low",4,38,23,16,1,1.66666666666667,2.5,-0.339068996266698,-2.81296157403819,-1.05735134878058,-1.11443503419192,-1.05632188986551,0.819979601356673,-1.53103103155229,-0.743258251971614,0.582946494063682,-0.607908940926865,-0.956545164695012,-0.362634895073271,-0.186822508528205,1.22247468807282,-1.59872291853144,-2.3250489572164,-0.921028492817113,0.974609969405539,0.206679919190011,-0.407785201306923,-2.02495981393997
198,"single","21","no","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","don't_know","0","3","no_car","apartment","own","tv","no_tablet","no_blog/web",4,"often",20,"often",100,"often","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly","5","1","regularly","ind","hundreds","hundreds","few","21","no_job","low",3,30,7,44,3,5,2.83333333333333,-0.00298690063369597,1.72398710203015,1.19673562152566,-0.0925422452563454,1.18671235545099,-0.0733521460145777,1.40542604402868,0.949145452663465,-0.585600748836601,1.32681919291083,0.380453449340847,1.56251437455776,2.3834745003621,0.595742812920472,0.672484373781721,-0.0753942754095603,-0.400961513248727,0.332865986037137,-1.86573981412643,0.842886661582754,0.834401468013582
199,"nf_rel","20","no","<=highschool+tech","soc/beh","fl_edu","no_job","high","<=med","high","4","3","1car+","other","own","tv","no_tablet","no_blog/web",3,"sometimes",6,"often",20,"rarely","everyday","rarely","rarely","sometimes","sometimes","rarely","never","never","1","1","never","no_sport","hundreds","hundreds","tens+","20","no_job","mid/high",1,35,7,32,1,2.66666666666667,3.83333333333333,0.22372014419557,0.251819782955225,-0.226113461772588,0.33626114382776,-1.29372673501416,0.11719856309802,-0.242873902920227,-0.714136913149539,-0.609279270437057,0.705612912841093,-0.00175789885524347,0.790645725877466,-0.41103644820761,0.320361481358904,-0.0491372251581873,-0.185218583998962,0.628484740658577,-0.525053793968418,-1.71541231961893,0.504396687130909,-0.335984825721467
200,"nf_rel","26","no","BA","human/lang","fl_edu","flexible","don't_know","<=med","don't_know","3","3","no_car","apartment","rent","tv","tablet","no_blog/web",5,"often",20,"often",19,"often","everyday","regularly","rarely","sometimes","regularly","sometimes","never","never","1","1","regularly","ind","tens","hundreds","few","25","low:phys/sale/serv/assoc_pro","mid/high",5,27,18,27,1,4.16666666666667,4,0.108956061453406,0.469916674234312,1.60144602891639,1.28868912723528,0.969124439938246,0.951177965497764,1.29608247180676,-0.886748774294072,0.334117342162614,-0.0854717563233109,0.518775917673757,0.188422716876434,1.1309927160722,0.749143577693725,0.344973315914652,0.749318774660949,0.953564498520349,1.1663678812748,-0.736442743333917,-0.414576421959226,1.15239570859806
201,"nf_rel","21","no","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","don't_know","0","3","1car+","other","own","tv","tablet","no_blog/web",3,"sometimes",3,"rarely",4,"rarely","everyday","regularly","never","sometimes","rarely","rarely","rarely","rarely","4","1","regularly","run","hundreds","tens","few","20","no_job","low",0,28,10,35,1,3,3,1.2966621475946,-1.61185899908875,-0.456610221876141,-0.0774848576941938,0.255883983533994,0.237338873488959,-0.514650666457333,0.0789831307774254,-1.80057952882498,-1.13564480963589,-0.906109367593242,1.33325932340187,-1.17404391939878,-0.695379776989553,-0.775833116102638,-0.530207917656487,0.0192346828974138,-1.20987189191731,0.978277809001992,1.32503811473444,-2.84524156517069
202,"nf_rel","3","no","BA","law/biz/menag","fl_edu","no_job","high","<=med","<=med","0","3","no_car","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",10,"rarely",2,"rarely","not_everyday","rarely","rarely","sometimes","rarely","rarely","sometimes","never","1","3","never","no_sport","hundreds","hundreds","tens+","21","no_job","low",0,37,14,15,1,1.66666666666667,2.16666666666667,1.5055276850277,-1.17478855344411,-1.65492875147411,0.954660870960131,-1.77732989263949,-0.93446574891261,0.970783429075768,0.0536121309814971,-0.57423607335593,0.609941850476508,-1.68904291784914,0.669344226186171,-0.683276905190765,-1.01055982968505,-0.347317416340502,-0.195264772285287,0.516558996181462,-1.32310622330865,-1.43539393884339,-0.767335106798957,0.0487223511901985
203,"single","22","no","MA+","law/biz/menag","no_fl_edu","full","high","high","<=med","3","4","no_car","apartment","own","tv","no_tablet","no_blog/web",2,"often",15,"often",12,"sometimes","not_everyday","regularly","regularly","regularly","sometimes","rarely","regularly","regularly","2","1","regularly","ind","hundreds","hundreds","few","24","low:phys/sale/serv/assoc_pro","mid/high",1,39,22,34,1,2.5,3.16666666666667,1.5502800789548,0.625925838965161,0.288380078628827,0.741706548674024,-0.889563023132792,0.282692906462746,0.307084907068723,0.59443608501233,-0.690815569377923,-0.209158800813164,1.06002720431626,-0.8622681393407,-0.26837502186762,0.557934559335636,0.814305526330529,0.625903809313729,-0.411719203684446,-1.01077967239903,0.40077922169341,-2.30323364121026,-0.812685580802828
204,"single","22","no","BA","human/lang","fl_edu","flexible","<=med","<=med","<=med","0","4","no_car","apartment","own","tv","no_tablet","no_blog/web",0,"sometimes",3,"often",12,"often","everyday","regularly","regularly","sometimes","regularly","sometimes","rarely","rarely","2","2","sometimes","ind","thousands","tens","tens+","22","low:phys/sale/serv/assoc_pro","low",1,36,19,40,2,4.33333333333333,2.16666666666667,-0.711857993987063,-0.228208390506434,-0.139077861023583,-0.249555082831094,1.06358752938909,0.773547530086433,-0.0220729450279647,-1.18516065447125,1.45320494575041,-0.536891709732255,-0.120327910301514,-0.8787171390864,0.690294508662849,-1.19925061169616,0.140359284056563,0.0412033407392362,-0.197549151906887,1.15717024838689,1.56090599964054,-0.150750568015936,-0.0420758408970937
205,"nf_rel","25","no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","high","<=med","0","5","no_car","apartment","other","tv","no_tablet","no_blog/web",10,"often",10,"often",20,"sometimes","not_everyday","rarely","never","rarely","sometimes","rarely","never","never","1","1","regularly","ind","tens","tens","tens+","25","no_job","low",1,28,11,40,4.5,2.33333333333333,1.33333333333333,-1.42052053723329,-0.0456079687421658,-0.555717925716612,0.448710617189405,-0.187010198102313,1.03252194975729,-0.287616993915135,-1.00090939656322,-0.737650975887538,0.0533090866992623,-0.750419747183898,-1.68716805794445,0.493302888507587,0.0560897563490229,1.0125344437421,0.934614341492848,-1.13868549136745,0.197678485106423,0.260053418618488,1.07058122528969,-0.0466567192679891
206,"single","35","no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","<=med","0","5","1car+","apartment","family","tv","tablet","no_blog/web",0,"sometimes",4,"often",20,"sometimes","everyday","regularly","regularly","regularly","regularly","rarely","rarely","never","1","1","sometimes","ind","thousands","hundreds","few","19","no_job","low",2,36,20,30,1,3,4.5,0.309080783674269,0.564976688891625,1.01021800596182,1.06701781060771,-0.807034499959221,1.1268322185922,0.344549555764697,-0.542550929902289,1.33740478022148,0.202222454125072,-0.849037002409307,-0.397119114610908,1.17148642172471,1.17431082197392,-1.47415656437505,1.45844212448739,0.933376611496565,0.508160143851835,-1.53298990795241,0.0377936225062203,-0.599481291661701
207,"nf_rel","19","no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","high","<=med","0","3","no_car","apartment","family","no_tv","no_tablet","blog/web",3,"sometimes",8,"often",8,"sometimes","everyday","rarely","rarely","regularly","sometimes","rarely","sometimes","rarely","2","2","sometimes","ind","hundreds","hundreds","tens+","19","no_job","low",0,30,11,43,5,4.33333333333333,1.33333333333333,1.22740993584658,0.59372494126821,-0.351335419012891,0.407711276651181,0.273981603431029,-0.375517909783383,0.52274595253542,-0.299653229417707,-0.435782809515098,0.783971698967886,0.933154370269671,-0.739553701262575,0.652149510970867,0.326151247077934,0.704434218186927,-0.0329466625327239,-0.835958493122955,0.0619454101492593,1.12923154370466,0.504493195005338,0.726745837752851
208,"single","1","no","<=highschool+tech","law/biz/menag","fl_edu","no_job","<=med","<=med","high","1","4","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",0,"sometimes",3,"often",5,"rarely","everyday","regularly","never","rarely","regularly","sometimes","sometimes","never","1","1","regularly","ind","tens","few","few","19","no_job","low",2,34,21,35,2,4.33333333333333,2.33333333333333,-0.293506864239947,0.243258579263766,0.515977624585011,0.275902498948207,0.140823354278493,1.88452543945153,0.121079712490366,-1.39399532580396,0.164905446027468,-1.81417875986558,-0.646635649236208,-0.796694952484013,-1.68822567387069,0.451593988234973,0.659195461163148,0.26797426705312,1.30314059528103,0.0836619643372853,1.32233127319512,0.868488922007896,0.158336345278328
209,"single","7","no","MA+","STEM/med","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","apartment","own","no_tv","no_tablet","no_blog/web",12,"often",15,"often",25,"often","everyday","rarely","rarely","rarely","rarely","rarely","never","regularly","3","4","regularly","run","hundreds","few","few","26","no_job","low",1,40,18,32,2,3.16666666666667,3.33333333333333,-0.580372693501176,1.08786036203117,0.643140640710586,0.812944504064345,0.314310139730114,-0.514768612034805,1.59717651541846,-0.824357118607578,-0.0236259159132947,-0.621615397436254,0.619392176085266,0.0633340947585316,0.461446206427564,-0.374008917821082,0.0420437410525301,-0.0119126564191039,-0.242792060829901,0.259766581416447,-0.450691325102617,-0.77294323734699,0.815060092827456
210,"nf_rel","4","no","<=highschool+tech","STEM/med","fl_edu","part","<=med","<=med","<=med","2","4","no_car","apartment","rent","tv","no_tablet","no_blog/web",1,"sometimes",3,"rarely",5,"rarely","everyday","regularly","never","sometimes","sometimes","sometimes","sometimes","rarely","3","1","sometimes","run","tens","few","few","22","low:phys/sale/serv/assoc_pro","mid/high",1,36,20,24,1.5,3.33333333333333,4.66666666666667,0.760671650625448,-0.0169246699791552,0.62531362151851,-0.18576586251531,-0.366851623478726,0.623174692833993,1.04266466525921,-0.578037271789141,0.61037576757365,1.23580184129485,1.1268059420493,-1.60386793477089,0.105462417104568,-0.448055497579395,0.626663844718982,0.0277144376826066,0.98059440702446,0.43979665673391,0.823828370571586,1.10280728672257,1.15011951740486
211,"nf_rel","20","yes","<=highschool+tech","no_uni_edu","fl_edu","no_job","high","high","<=med","0","3","no_car","apartment","family","tv","tablet","no_blog/web",2,"rarely",3,"often",8,"often","everyday","rarely","never","sometimes","rarely","sometimes","regularly","rarely","4","4","sometimes","ind","thousands","hundreds","few","20","no_job","low",3,32,15,38,3.5,3.5,1.66666666666667,1.9017152406732,0.915270469628571,-0.229758615961356,-1.15863092682335,0.410552567851206,-1.10579247081642,1.07168854668833,-0.130522313739524,-1.20668673551779,1.28761410861294,-1.48380736431919,-0.657308225390745,-0.133518639709602,-1.32018464895711,1.45340320407984,-0.634529343573791,-3.35225466479436,-1.73882778291331,-0.442858924733575,0.836348637304602,1.13442907210524
212,"single","6","no","BA","soc/beh","fl_edu","flexible","high","<=med","<=med","0","4","no_car","apartment","own","tv","no_tablet","no_blog/web",2,"sometimes",5,"often",20,"sometimes","not_everyday","regularly","rarely","sometimes","sometimes","rarely","never","never","3","2","regularly","ind","hundreds","tens","few","22","low:phys/sale/serv/assoc_pro","low",2,30,18,35,1.5,4,2.66666666666667,-1.07475808741863,0.637164096995742,-0.488575597800573,-0.249555082831094,1.06358752938909,0.719519491053513,-0.440199992846582,-1.3862754220443,0.788786884010776,-0.45942801743298,0.867091613523661,-0.799132919169219,0.281868010522836,0.934645106790497,0.672484373781721,-0.0753942754095603,-0.400961513248727,0.786534071311301,-0.334987078851515,0.115994715491518,0.909861899127939
213,"nf_rel","19","no","<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high","0","4","1car+","apartment","own","no_tv","no_tablet","no_blog/web",0,"sometimes",10,"often",15,"rarely","not_everyday","regularly","regularly","sometimes","rarely","rarely","rarely","rarely","3","4","sometimes","rival","hundreds","tens","few","20","low:phys/sale/serv/assoc_pro","low",7,38,22,40,2,3.83333333333333,2.83333333333333,-0.268796389993176,-0.0211473111059048,0.767002839571032,-2.01987712744151,1.96060908751793,-0.286633638228719,-1.27134742033897,0.806575762423551,0.243605093381787,0.34986236488869,-0.633403793756811,1.07812946636691,-1.22561312180705,1.09989962074069,1.50685874668118,-0.671039608142588,0.172064913026925,0.76049618761466,-0.0655586801272828,-0.250027433141637,-0.409091543690144
214,"single","22","yes","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","<=med","0","4","no_car","other","family","tv","tablet","blog/web",1,"sometimes",6,"often",10,"sometimes","everyday","regularly","rarely","sometimes","sometimes","rarely","regularly","regularly","4","4","regularly","ind","tens","tens","few","22","no_job","low",3,36,19,37,1.5,4.5,2.83333333333333,0.49885034440456,-0.154168770676244,0.518116092219771,0.197002968019564,-0.151520213167341,0.644190906869587,0.782234654775882,-0.328312375168843,0.845017518419318,0.269381755606813,0.427905479416776,-1.13425154204325,1.12516813811458,0.622006118289864,-0.101859466282397,0.81785868755594,0.586897767011118,-0.120829603420006,0.0942077474535489,-0.853096592701784,0.889046741668385
215,"single","13","no","BA","human/lang","fl_edu","no_job","don't_know","don't_know","don't_know","0","4","no_car","apartment","own","tv","tablet","no_blog/web",2,"often",7,"often",15,"often","everyday","rarely","never","regularly","rarely","rarely","never","never","1","1","regularly","ind","hundreds","tens","tens+","20","no_job","low",0,37,10,34,1,3,3.16666666666667,1.51046274675753,0.305088698050646,0.90774124437333,1.03369283134115,-1.80902122483303,-1.93470244673722,0.505358216638805,0.685296741306921,-0.184183376285802,0.068397106569825,-1.1578498742639,0.0782245339453065,0.518235870989724,-1.71354703189255,-1.65609132743014,-1.48747968722987,-2.87673708096603,-1.2054495013369,-0.468006684932166,-1.82862944157012,0.653408080832911
216,"nf_rel","21","no","<=highschool+tech","no_uni_edu","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","apartment","own","tv","tablet","no_blog/web",20,"sometimes",3,"sometimes",10,"often","everyday","regularly","never","sometimes","rarely","rarely","sometimes","never","1","1","sometimes","ind","hundreds","tens","few","21","no_job","low",2,35,9,40,2.5,3.33333333333333,2.83333333333333,0.872043883250528,1.23732936647882,1.43231063307731,1.07850592681726,-1.43342562280509,-1.03841720709753,0.519471105837692,-1.05275046687274,-0.684021040230002,1.57856312664554,0.645206346132818,-1.32566876070311,-0.320266742499618,-0.164667206762985,0.672484373781721,-0.0753942754095603,-0.400961513248727,-0.20304571371042,-0.241742896854673,-1.53997347296157,0.32565346179469
217,"nf_rel","24","no","BA","human/lang","fl_edu","flexible","<=med","high","<=med","1","3","no_car","apartment","family","tv","no_tablet","blog/web",2,"often",8,"often",100,"sometimes","not_everyday","rarely","rarely","regularly","sometimes","rarely","never","regularly","5","1","regularly","run","thousands","hundreds","tens+","24","high:mng/pro/self","low",6,30,8,30,1.5,3.66666666666667,2.16666666666667,-2.0380718069918,0.172935771108428,0.881337110311869,0.843511444674999,-0.328786588002376,0.184375214678885,0.159991489915593,0.735863134580408,0.898926713301482,0.470890957023477,1.16727779735741,2.2437385686876,0.25050066592395,0.170553883400392,0.737552951017401,1.44633540471081,1.40500635351986,0.512841063622293,-0.983375777346572,0.273996461725057,-0.30821371312122
218,"single","20","no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high","1","4","no_car","other","own","no_tv","tablet","no_blog/web",0,"rarely",5,"often",100,"often","everyday","regularly","regularly","sometimes","regularly","regularly","never","never","1","1","regularly","rival","thousands","hundreds","tens+","19","no_job","low",3,30,19,40,5,4.33333333333333,1.5,-1.70898855796468,-1.13856077705053,-2.82012423935719,-2.66655437137259,-1.68103768343022,-0.817769421102717,-1.33736930779322,-0.787313630933785,-0.181735863635282,0.331055958245756,-0.378642130191805,0.161470662242489,-1.59565216416712,-1.18168534336218,-0.454271657567713,0.55624285101975,-0.936201823218099,1.46284807428182,-1.21391732285082,0.780949479882847,-0.146943456852529
219,"nf_rel","6","no","MA+","soc/beh","fl_edu","flexible","<=med","high","high","1","4","1car+","apartment","family","tv","no_tablet","no_blog/web",1,"often",7,"often",12,"often","not_everyday","regularly","rarely","regularly","sometimes","sometimes","rarely","regularly","5","1","regularly","run","hundreds","hundreds","few","24","high:mng/pro/self","low",9,35,20,32,2,4,2.83333333333333,-0.949171177071559,0.166630380455814,1.22384840330129,-0.207722573276595,0.768849440030281,1.02578696648337,-0.981797071488576,0.809062458022092,0.953622240634462,0.00814561233022164,0.205242897527164,0.159155079128628,0.69104906923778,0.768264125589523,-0.0870642690264829,-0.712316139913935,-0.32166456235615,0.605845954457566,-1.21353816691864,0.725549301517351,0.159863814334666
220,"single","16","no","<=highschool+tech","human/lang","fl_edu","flexible","high","high","high","0","3","no_car","apartment","family","tv","tablet","no_blog/web",2,"often",10,"often",60,"rarely","everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","regularly","3","3","regularly","rival","hundreds","hundreds","few","20","high:mng/pro/self","low",3,35,14,33,2.5,3.33333333333333,2.66666666666667,0.601981609028005,-0.322775545526317,0.869866036697773,0.462163021367925,1.31677009960308,0.341381341671064,0.636900693895712,1.19159327865005,1.38536819532614,1.95640244716892,-0.274152851958066,0.963537355511331,-0.0638167131554987,0.258217112931154,1.34656424387869,0.280841385863538,-0.348399990646074,-0.503031070949328,-0.69089703850003,1.32189704961938,0.576874969370919
221,"single","22","no","<=highschool+tech","human/lang","fl_edu","no_job","high","high","high","0","3","no_car","apartment","own","tv","tablet","no_blog/web",3,"sometimes",5,"often",40,"rarely","everyday","rarely","never","rarely","sometimes","sometimes","rarely","never","2","1","sometimes","ind","hundreds","tens","few","21","no_job","low",0,38,13,42,3.5,3.66666666666667,2,-1.29501461092661,1.93305877066269,-0.668853289238809,0.251447570165242,-1.62402269723037,0.229921649950395,-2.47769290131647,0.263639674387059,1.69958727002251,-1.74508092962796,0.298366633141448,0.6792585137612,0.00244336118246913,2.12756410689926,-1.2644501713567,0.439217641608095,-0.452158523012371,0.614616727681672,0.44031248187528,-0.318065987589164,-0.317927295722622
222,"nf_rel","9","no","BA","human/lang","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","other","rent","no_tv","no_tablet","no_blog/web",0,"often",10,"often",50,"often","everyday","regularly","rarely","regularly","regularly","sometimes","rarely","rarely","5","4","regularly","ind","hundreds","tens","zero","24","no_job","low",3,31,16,43,2,4.83333333333333,2.16666666666667,-0.851966202188505,-0.351000525566852,0.385645740080331,-1.96891124128456,-0.67864302882078,0.789611176977087,-0.237483193296262,0.218704900414718,0.718400509190885,0.889134558264679,1.32289270216789,-0.541915975406071,-0.324870101766936,-0.0815235620665843,-1.48220677203996,0.740483554136385,-0.979557717971037,1.26993479041946,-0.367937705256229,-1.17597333465473,0.321376400526983
223,"nf_rel","21","no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","high","don't_know","0","4","1car+","apartment","family","tv","tablet","no_blog/web",0,"rarely",3,"sometimes",2,"sometimes","everyday","regularly","never","regularly","sometimes","sometimes","rarely","regularly","2","2","sometimes","ind","hundreds","hundreds","tens+","20","no_job","low",1,35,21,36,3.5,3.16666666666667,2,0.54122273744396,-0.50816375900926,1.08770134478682,-0.272939394215099,-0.322774924966032,-0.521957970519532,0.526906513564212,0.453665224649106,-0.262541795894183,1.38044500592568,-0.24439339405132,-1.90544001132348,0.320872663220718,-3.15563016228449,0.672484373781721,-0.0753942754095603,-0.400961513248727,-0.133456671322843,-0.0646994495940445,-0.727990378107894,-0.00644467428415309
224,"single","1","yes","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","<=med","1","3","no_car","other","own","tv","no_tablet","no_blog/web",2,"often",10,"often",60,"sometimes","not_everyday","rarely","never","sometimes","rarely","rarely","never","never","1","3","never","no_sport","tens","tens","few","20","no_job","low",2,24,0,23,2.5,3.16666666666667,3.5,-0.407484671153929,-0.352337380109895,0.57373360374381,-0.411203623436083,0.985903715337511,-0.100208088104519,-2.41031128879035,0.174683826486638,0.271526041311179,0.591851016568645,-1.09233004850604,0.711016111233642,-0.150463663145757,0.478804794596529,1.45387472766276,0.109867651001386,0.916039581388961,-0.466165068855998,-1.38948296211717,-0.13538323900501,0.433617984895486
225,"single","3","no","BA","STEM/med","fl_edu","no_job","<=med","<=med","<=med","1","3","1car+","apartment","rent","no_tv","no_tablet","no_blog/web",2,"often",15,"sometimes",1,"often","everyday","rarely","never","sometimes","rarely","sometimes","sometimes","rarely","3","3","regularly","ind","tens","tens","tens+","21","no_job","low",4,28,12,18,2.5,1.83333333333333,2.33333333333333,0.431425897527892,1.17560230292989,0.776483656595678,-0.160061132788163,2.15534716601016,0.217017843217378,0.255840909454296,2.05516861254315,-0.952080016534898,0.13950244020521,0.758476280868869,1.43550350429175,0.190035214142859,-0.507375701845136,2.5313732936747,0.073660595658462,0.774191343061925,-0.662394756256933,1.09860994331767,0.542077038695346,1.04985856703909
226,"single","1","no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","<=med","1","3","no_car","apartment","rent","tv","no_tablet","no_blog/web",2,"often",13,"often",40,"sometimes","not_everyday","rarely","never","sometimes","sometimes","sometimes","never","never","1","1","sometimes","ind","tens","few","zero","19","no_job","low",2,12,15,19,1.5,2.16666666666667,3.5,-0.450644975399841,0.80622919056829,-0.143514291660896,0.924121558623295,-1.05295723890299,-0.229315643335689,0.121629690997036,-0.293122138382199,1.13249710272774,-0.163755082381597,-1.68293158369664,0.799471949590349,-0.216445162787418,-0.366727490581016,0.406297229465354,-0.605882279690932,0.0992793238637908,-0.251592958310799,-0.356951584779142,-1.11599469395622,-1.40820773229392
227,"nf_rel","15","no","BA","soc/beh","fl_edu","no_job","high","high","high","0","3","no_car","apartment","rent","tv","tablet","no_blog/web",0,"often",10,"often",15,"rarely","not_everyday","regularly","never","sometimes","sometimes","rarely","never","never","2","1","regularly","ind","hundreds","few","few","23","no_job","low",1,31,14,37,1.5,4.33333333333333,3.66666666666667,-0.302317626089897,0.291804793698893,0.304651673890998,0.828740493999501,-0.416042986945378,0.855287587027752,1.18972026771735,1.18335505551471,-0.0195612084816089,-0.0332400148383462,-0.428014662049552,1.30084232210554,0.0421896841121547,1.20197946318258,0.137526059045829,-0.428329497465982,0.522347775727711,0.261118313989683,-1.67237545984445,-0.305199209151951,-0.522285332596642
228,"single","10","yes","<=highschool+tech","STEM/med","fl_edu","no_job","<=med","high","high","1","4","no_car","apartment","own","tv","no_tablet","no_blog/web",4,"sometimes",6,"often",30,"rarely","everyday","rarely","never","sometimes","rarely","rarely","rarely","never","4","1","regularly","ind","thousands","hundreds","few","22","no_job","low",2,28,13,41,1.5,3.66666666666667,4,-1.10759661694455,-1.93214030866124,1.27857738024958,-0.0771262519775422,-0.135441454254469,1.47397759559636,-2.75611962088551,-0.15973508754896,0.527752055754661,-1.48679750085655,-0.958596705259877,1.27813315374665,-2.17120800078467,1.45901039746882,0.114159584312152,-1.20960308365805,0.296138663747851,-0.0896626665282692,-1.38680718068993,-0.355393509847007,0.628319896172038
229,"single","2","no","<=highschool+tech","STEM/med","fl_edu","no_job","high","high","<=med","1","4","1car+","other","rent","tv","tablet","no_blog/web",1,"sometimes",5,"rarely",10,"often","everyday","regularly","rarely","regularly","rarely","sometimes","rarely","rarely","3","2","sometimes","ind","hundreds","hundreds","few","19","no_job","low",0,8,21,14,1,1,4.33333333333333,-0.64723394171275,-0.0967628268078774,1.09281387243706,-0.157316304571388,0.629408022689919,1.38593006782152,-0.209484411453258,0.54155117380493,0.272707860378267,0.725474050002321,0.577676664377463,1.3070768196819,0.172331368589188,1.92334488202896,-0.0324708600892461,-0.0393243106372112,1.33094553267925,0.990130531182433,-1.15254002117536,1.04413478265057,1.05216514914966
230,"single","3","no","<=highschool+tech","human/lang","fl_edu","no_job","<=med","<=med","<=med","0","3","no_car","apartment","rent","no_tv","tablet","no_blog/web",0,"often",15,"often",25,"sometimes","everyday","regularly","rarely","sometimes","regularly","sometimes","rarely","rarely","3","3","regularly","run","hundreds","tens","zero","21","no_job","low",3,34,16,26,1.5,3.16666666666667,2.5,-1.38289887496015,0.299566709917829,0.483846146019878,-0.222299879738204,-1.11701172638705,0.878314484434539,0.131488808642071,-0.00307585241120359,1.47645313307045,0.0962100972543655,0.955189359305371,-0.516028974256604,0.0697926582711747,-0.260865245176338,0.0439345145167467,-0.27005052850333,-0.709062083434451,1.37848836819503,-0.474328077126587,0.320410082497584,-0.791351769710679
231,"nf_rel","6","no","BA","soc/beh","no_fl_edu","no_job","<=med","high","high","1","3","no_car","apartment","rent","tv","tablet","no_blog/web",2,"sometimes",2,"sometimes",5,"sometimes","not_everyday","rarely","never","sometimes","rarely","rarely","never","never","1","1","never","no_sport","hundreds","few","zero","24","no_job","low",0,34,12,35,1.5,3.16666666666667,3.83333333333333,0.434125116575057,0.112630046639703,-0.10422635192208,0.686638165619464,-0.154256201667336,-0.119188191365141,-0.125581533671817,-0.144950039370688,-0.392242300157606,0.343963732562148,1.19985434910112,-0.946069103209484,0.595642084664386,-0.23536101259453,-0.215944202436041,0.205822621684212,0.00277692553227898,-0.445678912865608,-0.789899339052566,0.323065336413493,0.300098341004333
