"id","marital","timeWwa","edu","eduprog","edutime","worktime","fatheredu","motheredu","grandedu","income","lifestd","cars","hometype","homestatus","tv","tablet","moviefreq","bookfreq","pressfreq","musicfreq","theater","opera","cinema","art","livemusic","club","sportshow","sportint","football","bookquant","cdquant","artquant","age","ISCObroad","incomeclass","civic","resmob","soccont","attgen","attgiven","attdiscovered","attnoatt","tvinfo","tvlowbrow","tvhighbrow","tvpop","tvcons","moviesepic","movieshigh","movieslight","bookshigh","bookslow","booksknow","booksfant","pressgen","pressknow","presscons","presslib","pressspec","musichigh","musicmodern","musicrock","musicafro","cultcap","lifestab","wealth","cluster","can1","can2","ent_total","ent_avg","ent_wgh","ent_max","ent_min","places","fullent","connections","netcomm"
34,"single",24,"BA","law/biz/menag","no_fl_edu","job","high","<=med","<=med",3,5,"1car+","other","family","tv","tablet","sometimes","often","often","everyday","regularly","rarely","sometimes","sometimes","rarely","regularly","regularly",2,1,"hundreds","tens","few",24,"high:mng/pro/self","mid/high",3,14,7,3,1,3,5,4.70603580936089,3.84157964978819,1,4.32050945980401,1.5735000443801,2.02219117529291,3.60533383275794,3.33798378898426,3.72696300245935,3.0454432614517,2.53890186290438,2.14795156637386,4.55772566094092,5.89384867424931,3.41034471530906,2.85134942585543,6.68250382868996,4.34967363149986,5.26630898875018,4.5747768057128,6.13162057936555,4.84451736168788,5.4428452404807,6.80344645233638,"Kulturalnie_wycofani",6.30392910789534,3.22672617974734,6.32584249772316,1.05430708295386,1.21848129141062,1.5,0,6,1.40746876576322,48,"None"
35,"relationship",23,"<=highschool+tech","STEM/med","fl_edu","no_job","high","high","<=med",2,4,"1car+","apartment","family","no_tv","no_tablet","often","often","often","everyday","regularly","regularly","regularly","regularly","sometimes","regularly","regularly",2,2,"tens","few","few",24,"no_job","mid/high",5,13,12,3.5,2,3.83333333333333,2.66666666666667,3.67134171300201,4.41235183099402,6.21863131525471,3.68992430066096,4.30663886334942,5.53213864703434,4.09988213743371,5.15036762472059,4.9304486739371,4.24906372054729,4.34426405499185,5.21462335707421,3.53635799648274,3.45897782888406,3.20200460689578,4.13856581664649,3.83136566706212,5.03342675979814,3.93518767624298,5.61541304932731,4.09630001501092,5.84713671191272,3.27010629264755,4.70807659369834,"Wolne_Zawody",3.28553473627405,3.533367352359,10.1842122825467,0.84868435687889,1.03188193173771,1.49669176167996,0,12,1.48436623418731,100,"Main"
36,"relationship",10,"<=highschool+tech","human/lang","fl_edu","flexible","high","high","high",0,5,"no_car","other","family","tv","no_tablet","sometimes","often","sometimes","everyday","regularly","rarely","regularly","sometimes","rarely","rarely","regularly",3,1,"thousands","hundreds","tens+",25,"high:mng/pro/self","low",3,13,8,5,5,4.66666666666667,1.33333333333333,4.58574577119773,6.16663736450563,4.82317454924969,3.90728618658195,2.62292326666806,4.43814437016703,3.70052824425391,6.16610141891792,4.30781941928014,3.56187741322789,2.5338963199033,6.00956873652517,4.47065266669571,4.08788869750245,1.85526527748006,5.23137645586506,3.80943129293462,4.76705084523352,3.85402631774636,4.65703472891781,3.63586271063542,6.13455925128143,3.72915180714632,3.31622004447058,"Wolne_Zawody",3.37703060548121,3.40243526166231,4.01802457542764,0.669670762571273,1.16001158259766,1.58322627406798,0,6,1.5545851693378,59,"None"
37,"relationship",11,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","high",0,4,"no_car","apartment","own","tv","tablet","sometimes","sometimes","often","everyday","regularly","rarely","regularly","sometimes","rarely","sometimes","rarely",2,3,"hundreds","tens","tens+",24,"no_job","low",1,8,8,2.75,3,3,3,4.76753905745715,5.62478459962187,5.69486744996291,3.95241083510405,4.31432795322977,4.7117009854364,4.88652511215197,5.52134884106014,4.18410802662806,4.172153077725,4.05168972498375,3.70422568426998,4.68535131304489,4.0042294256869,4.94275720973808,3.38026377414064,4.14977246878102,4.47004916892993,4.65675894665965,4.07084146706748,4.70200949343329,5.75518189430342,2.06321233852148,5.20944286060874,"Studenci",4.34496970029589,4.91250092729066,13.012855044276,0.929489646019713,1.20992418022833,1.57662122010749,0,14,1.49937364896808,95,"Main"
38,"relationship",10,"MA+","human/lang","no_fl_edu","job","high","<=med","<=med",2,3,"no_car","apartment","rent","tv","tablet","often","sometimes","often","everyday","regularly","rarely","regularly","regularly","rarely","regularly","rarely",2,2,"hundreds","few","zero",29,"high:mng/pro/self","mid/high",4,15,10,4.5,1.5,3.83333333333333,2.33333333333333,4.43560821564529,4.51641716176435,6.51992225022767,6.55367489498516,2.47907237722269,6.07492779417366,5.58111654021392,1.82785192473809,5.93417227527951,3.25908088427064,4.96947142254596,2.06271619283016,5.08391997954859,5.34555950022293,4.42882992417275,5.80464821731073,4.21039079939277,2.98505607618732,3.02341114852936,4.22855823588948,1.62547951757274,4.73488073633896,6.24107289964376,4.84758848920932,"Studenci",4.54873019555234,5.26897171665803,22.5895782337062,1.25497656853923,1.36605390478041,1.58496250072116,0,18,1.5160088012218,133,"Main"
39,"single",1,"<=highschool+tech","human/lang","fl_edu","no_job","high","high","high",0,3,"no_car","apartment","rent","tv","no_tablet","rarely","sometimes","often","everyday","regularly","never","sometimes","regularly","sometimes","regularly","never",1,1,"hundreds","hundreds","tens+",24,"no_job","low",1,9,11,4,3,4.66666666666667,2.5,4.73680115487767,2.6102682794764,5.74640746419368,3.79517713275155,3.0638516372159,5.15957703658225,4.77738653397146,4.47815275464393,4.91936561937365,4.66275248994735,4.60450128664541,4.68369032285204,3.93039506555175,4.93060321560608,3.90844166543381,4.16902331497777,5.09512599426886,6.22358478718879,6.2812321475151,4.5965607949285,4.71655030729571,5.60086570645002,2.01966792240321,3.15844752112687,"Wolne_Zawody",3.74815701008161,3.47313457372448,9.01784575421796,1.00198286157977,1.24189731427839,1.49669176167996,0,9,1.49862345527466,134,"Main"
40,"single",25,"BA","soc/beh","fl_edu","job","high","high","don't_know",2,4,"no_car","apartment","family","tv","no_tablet","sometimes","rarely","sometimes","everyday","rarely","rarely","sometimes","sometimes","rarely","sometimes","rarely",3,4,"thousands","tens","few",25,"high:mng/pro/self","mid/high",2,7,7,3.125,1,3,2.66666666666667,5.5165259743758,2.16228714927979,5.51893460924362,3.98892731190825,3.18155114014259,4.00423526765885,1.92268401718927,3.51170414977702,5.16619459154304,3.38049132781339,4.71818503939864,3.63062248285065,3.85733964651592,4.92126016136149,3.92799023854987,5.15311077721203,4.3739346641481,4.94842193436009,2.95335296051797,3.1859332102995,3.59675633154268,4.13476135342149,5.40620201542803,4.39889033660364,"Kulturalnie_wycofani",4.92003047751091,3.33425990636002,14.4229556723039,0.75910293012126,1.09965171676076,1.49491884823395,0,19,1.46023940161849,115,"None"
41,"relationship",19,"MA+","law/biz/menag","no_fl_edu","job","high","high","<=med",4,4,"1car+","apartment","own","no_tv","no_tablet","often","sometimes","often","not_everyday","rarely","rarely","sometimes","sometimes","sometimes","regularly","never",2,2,"hundreds","hundreds","few",24,"high:mng/pro/self","mid/high",0,15,15,4,3,3.83333333333333,2.33333333333333,3.56761605173847,3.586376758131,5.27149392429339,2.8163622020832,4.06201093994844,3.82692744818674,3.44051921223519,4.55416362815944,4.36927786762279,2.75526421548319,3.93061645284552,3.60521797441353,3.48798962375098,3.76632396675629,2.58460700832766,1.58821916232228,2.66855435305248,4.42646889852395,4.90606585784323,3.77790114457171,6.10618585697238,4.50452206261175,6.7637571185106,5.69428789574538,"Kulturalnie_wycofani",4.83650681550202,2.90908003560692,10.1909221032136,1.13232467813484,1.31327121478077,1.58496250072116,0,9,1.46677098802828,70,"None"
42,"single",5,"<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","high",1,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","rarely","often","everyday","regularly","rarely","sometimes","rarely","sometimes","regularly","rarely",1,1,"tens","few","few",24,"low:phys/sale/serv/assoc_pro","low",1,12,11,4.125,3,4.16666666666667,2.16666666666667,5.02517418407837,5.92999386469394,6.36789946511779,5.0133426343903,2.74484437478627,5.51849320107225,4.83362647668811,3.7761778476222,5.56475412261609,3.1867174876909,5.02607577750321,1.68631177348096,5.43914326777139,6.44051701375894,2.54673838194721,5.20012658681449,5.90870227913318,6.75951007382151,3.67634588224783,3.59524969720876,4.26588038595169,3.83061501050472,4.15922493085726,1,"Wolne_Zawody",3.13883931633971,4.79840365981875,4.0178974697211,1.00447436743027,1.19822741027639,1.39958123064606,0,4,1.3956674129988,42,"None"
43,"relationship",25,"MA+","STEM/med","fl_edu","job","<=med","<=med","<=med",2,3,"no_car","apartment","family","tv","tablet","often","rarely","often","everyday","rarely","never","sometimes","rarely","rarely","rarely","rarely",3,3,"hundreds","hundreds","few",25,"low:phys/sale/serv/assoc_pro","mid/high",0,12,2,3.5,1,3.66666666666667,2.66666666666667,4.02968271781058,4.13638771166357,6.06028072992074,5.19997393264989,1.58796187438659,3.3922499644441,2.19572307075125,2.24690315296919,2.6216630903427,3.92338995232109,4.74016131762558,2.08249787210897,4.92950385577848,4.97890933459747,4.27895403600584,4.45004286607914,4.679203057753,4.32521292715004,3.41044400089907,1,5.26730583584408,2.739193208854,4.68361148983795,4.37297916494522,"Studenci",5.89798910507041,4.82298337331881,7.11582608716251,1.01654658388036,1.22604166642427,1.4495701653254,0,7,1.45451107804391,73,"None"
44,"relationship",4,"BA","law/biz/menag","fl_edu","job","high","<=med","don't_know",3,3,"1car+","other","rent","no_tv","no_tablet","sometimes","often","sometimes","not_everyday","rarely","rarely","sometimes","rarely","rarely","sometimes","never",1,1,"hundreds","few","zero",25,"high:mng/pro/self","mid/high",0,6,3,2.25,2,2.33333333333333,3.16666666666667,3.44873964131452,4.18551553052753,5.28269222620609,3.75304956400523,2.45381429272584,4.99347411350398,5.28265361196724,3.62936033490898,5.94117387132745,5.26117926017334,3.88776008608444,4.25217546172073,4,3.27582810855789,4.2514925790767,4.62328896439233,4.09959383898467,4.50219736805364,2.36755643603073,3.61799184170159,5.50508565378483,2.3707730219891,5.35720588018303,4.62614031169077,"Studenci",4.96015734165574,5.41806583323631,8.855677345953,0.8855677345953,1.29122016315079,1.57457837585435,0,10,1.5284974364318,133,"Main"
45,"single",3,"<=highschool+tech","human/lang","no_fl_edu","flexible","<=med","high","don't_know",1,3,"no_car","apartment","rent","no_tv","tablet","often","often","rarely","everyday","regularly","regularly","regularly","sometimes","sometimes","sometimes","rarely",3,3,"hundreds","few","few",21,"low:phys/sale/serv/assoc_pro","low",2,10,12,3.5,2.5,4,3.5,3.15570778258021,4.71507073717958,3.8716966173722,4.89970785685109,3.10739546357455,5.30408755719337,5.01270376897977,3.69461069206062,5.34130431557978,3.9128539418056,3.52911400617974,2.77423553723988,4.6783450301546,3.55454852571914,7,6.26343716379928,6.7015416676297,6.29057195886428,3.74994362346909,2.56423065313749,4.24376044365416,4.85424104387779,4.59705499419279,1.69455120729716,"Wolne_Zawody",3.00981680147986,5.21494584686732,3.79041454610395,0.947603636525987,1.00488017460845,1.32217934551667,0,4,1.41835334793458,33,"None"
46,"single",25,"<=highschool+tech","soc/beh","fl_edu","flexible","high","high","high",1,3,"1car+","apartment","own","no_tv","no_tablet","often","sometimes","sometimes","everyday","rarely","rarely","sometimes","sometimes","sometimes","regularly","regularly",5,5,"hundreds","hundreds","few",25,"low:phys/sale/serv/assoc_pro","low",3,16,12,4.875,3,4.66666666666667,2.5,3.22692409441317,5.20279033299934,5.69919239718305,4.3896314106104,2.59264857048646,4.44745638618756,2.65644767502183,3.16670014381944,3.91529465774393,3.08709439956494,3.17339336497559,2.18378327308613,4.03498437370809,4.75285420456228,2.12090065201384,5.28799256371279,2.61462048254299,5.9252990051344,4.3324637331856,5.13114036670343,6.65400139254141,5.34032662452011,4.23796636439594,2.71978434173699,"Wolne_Zawody",3.45446065600406,3.08482825511466,9.50001028263617,0.791667523553014,1.18872763338806,1.52192809488736,0,12,1.48739274580046,118,"Main"
47,"relationship",6,"<=highschool+tech","soc/beh","fl_edu","no_job","high","high","<=med",0,3,"no_car","apartment","own","no_tv","no_tablet","sometimes","sometimes","sometimes","everyday","regularly","rarely","sometimes","sometimes","sometimes","sometimes","rarely",3,3,"hundreds","few","few",25,"no_job","low",1,8,9,3,2,3.5,3.83333333333333,4.26624991018947,5.59651614942417,6.75785277633101,5.46755944363277,2.91326099164264,5.66224098291784,5.509128032626,4.85943382421042,4.69947134122143,4.55874658872285,4.37539433237353,3.49906598865877,5.64893298665099,3.84099426610913,1.94068061859095,5.27138704497327,4.94098790308091,6.04038328835063,2.96249787267831,4.99116570617581,5.80489957631795,4.76889074118754,2.53215494168447,3.66606148188982,"Wolne_Zawody",3.28327732579267,5.32997849873628,4.12265665165012,0.687109441941686,1.11129653590483,1.42435185978431,0,6,1.44272919982795,65,"None"
48,"single",26,"MA+","soc/beh","no_fl_edu","job","high","high","high",4,4,"no_car","apartment","rent","no_tv","tablet","sometimes","sometimes","often","everyday","regularly","regularly","regularly","regularly","sometimes","regularly","regularly",1,1,"hundreds","hundreds","few",26,"high:mng/pro/self","mid/high",2,12,12,3.75,2,4.33333333333333,3.16666666666667,4.28780560561755,4.28422880610089,5.4798719129111,5.28412836019184,2.7424837227618,4.93552893217309,5.06358957714844,4.59689265531282,4.83641962483401,2.8364234417466,3.74817951541791,5.11851147285979,4.11710210401616,5.78226725879061,2.35772014492286,5.42862226668968,4.33551193870962,5.6283341480651,4.65086102817408,3.50166115144188,2.83952877459443,6.83499246235166,6.39995828100062,4.07264530716124,"Wolne_Zawody",3.14437754828939,3.12924944087077,12.1953937974,0.71737610572941,0.959685314609785,1.58322627406798,0,17,1.51935293364379,111,"Main"
49,"single",5,"<=highschool+tech","soc/beh","fl_edu","flexible","<=med","high","high",1,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","sometimes","often","everyday","regularly","regularly","regularly","regularly","regularly","regularly","rarely",3,2,"hundreds","hundreds","tens+",23,"high:mng/pro/self","low",4,14,14,3,1,4.16666666666667,3.16666666666667,5.17040343278493,5.16825030237842,6.73884473663512,4.51482829981908,4.59806641275679,5.51030326791444,5.01852235014377,5.89874386008887,5.55045487702037,4.45120201218024,5.84367146850674,5.70365660457425,5.74653005482604,4.9557912913134,4.3206077727718,5.00566935020525,5.08351666418207,6.05234989091437,6.09559255061525,4.69654638300205,5.07537429087908,6.96427737737329,4.60515545355564,1.93061181620369,"Wolne_Zawody",1.41774671062959,4.50441663051979,10.5969304049823,0.963357309543848,1.13327150237461,1.49669176167996,0,11,1.48330602399914,125,"Main"
50,"single",20,"BA","soc/beh","fl_edu","job","high","high","<=med",2,4,"no_car","apartment","family","no_tv","no_tablet","often","sometimes","sometimes","not_everyday","regularly","rarely","regularly","sometimes","sometimes","sometimes","rarely",2,3,"hundreds","tens","few",24,"low:phys/sale/serv/assoc_pro","mid/high",3,12,16,3.5,1,4.33333333333333,4,5.08675419810887,4.15323445544404,5.62663257943125,5.18481769591845,2.92374933455627,6.00679415293322,5.12097679325855,5.63613466970551,6.19715860688793,5.67419068512632,4.71770222598942,5.44928611984818,4.47611294649629,4.7085427781382,3.90844166543381,4.16902331497777,5.09512599426886,5.12819409596985,3.55183893015771,3.43449143718286,2.26349688625841,5.07792539629318,5.12666443854189,2.58119062727957,"Wolne_Zawody",3.58815365327004,5.0894027162092,13.7128911489652,1.05483778068963,1.26861584230806,1.58322627406798,0,13,1.54519904780303,96,"None"
51,"single",1,"MA+","soc/beh","no_fl_edu","job","<=med","high","<=med",2,3,"no_car","apartment","own","tv","no_tablet","rarely","rarely","rarely","everyday","regularly","rarely","sometimes","sometimes","sometimes","never","rarely",1,1,"hundreds","few","few",25,"high:mng/pro/self","mid/high",6,16,16,5,1,4.66666666666667,2.83333333333333,3.86598871175081,6.54409388483142,4.90170213639024,5.11768011353008,1,3.76071158846338,1.59622250095534,1.26918587068498,1,2.49494458425183,7,4.10802216937603,3.42618268989708,2.39160126794702,1,3.42943167633341,5.83882213982147,3.32843093927166,2.97060576843713,6.95106661660832,4.03826880635856,3.58525683816295,6.45221537424365,5.1106583085655,"Kulturalnie_wycofani",4.71032630205319,2.75005007009895,9.19373818666969,0.656695584762121,0.975927087750716,1.58496250072116,0,14,1.46625753853982,69,"None"
52,"single",4,"MA+","human/lang","no_fl_edu","job","high","high","<=med",2,3,"no_car","apartment","rent","no_tv","no_tablet","sometimes","sometimes","often","everyday","regularly","rarely","regularly","regularly","sometimes","sometimes","rarely",2,1,"tens","few","zero",24,"high:mng/pro/self","mid/high",1,10,8,2.75,1.5,4,4,5.73750547259597,4.6415996119153,5.50048878325086,5.80109776527524,3.15030705217901,5.89346494036831,5.72918614644024,3.09166007158917,6.62700208445847,3.83904306826177,4.55956542809227,2.79373294042007,4.40395494808047,4.96737133602611,3.14932803456871,6.35217151085308,4.80941156980607,3.37072261124952,2.83306291744355,4.52801225262272,2.17890904891032,4.90515503297897,6.49126487469681,3.0665378360261,"Studenci",4.09480358938921,5.12055955961652,7.33039966752433,1.22173327792072,1.41504147238625,1.49669176167996,0,6,1.51345978886359,118,"Main"
